"Commodity","Date","Market","Origin","Variety","Sub-Variety","Package","Item Size","Unit of Sale","Environment","Grade","Product Type","High Price","Low Price","Avg Price"
"APPLES","9/1/01","NEW YORK","NEW YORK","JERSEY MAC","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","11/12/11","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","9/1/18","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","8/31/19","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","9/24/16","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","8/25/07","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","9/1/07","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","9/10/16","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","8/26/06","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","9/30/06","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","8/26/06","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","10/10/15","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","10/3/15","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","8/21/10","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","9/26/15","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","9/19/15","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","9/12/15","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","9/5/15","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","9/10/05","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","12","13"
"APPLES","9/3/05","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","9","9.5"
"APPLES","9/13/14","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","9/6/14","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/6/07","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","12/29/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","12/15/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","12/22/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","9/3/05","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","12","13"
"APPLES","9/17/05","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","9/17/05","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","9/24/05","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","9/8/07","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","9/15/07","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","8/18/07","BOSTON","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","12/8/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","9/17/16","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/3/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","10/27/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","10/20/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","10/13/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","9/22/01","ATLANTA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","8/25/07","BOSTON","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","19","19","19"
"APPLES","8/19/06","BOSTON","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","17","17.5"
"APPLES","9/2/06","BOSTON","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","16","16.5"
"APPLES","9/8/07","BOSTON","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","19","19","19"
"APPLES","10/3/15","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","10/10/15","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","9/26/15","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","9/19/15","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","8/23/14","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","9/6/14","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","8/30/14","NEW YORK","NEW YORK","PAULA RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","9/1/07","BOSTON","NEW YORK","TYDEMAN RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","8/19/06","BOSTON","NEW YORK","TYDEMAN RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","17","17.5"
"APPLES","9/2/06","BOSTON","NEW YORK","TYDEMAN RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","17","17.5"
"APPLES","9/8/07","BOSTON","NEW YORK","TYDEMAN RED","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/26/11","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","2/18/17","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","2/11/17","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","2/4/17","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","1/28/17","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","1/14/17","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","1/7/17","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","12/17/16","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","12/31/16","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","12/24/16","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/4/06","BOSTON","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","11/22/14","BOSTON","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/15/14","BOSTON","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/1/14","BOSTON","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/8/14","BOSTON","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","10/25/14","BOSTON","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/2/02","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","35","9","22"
"APPLES","10/26/02","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","9","10.5"
"APPLES","10/12/02","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","13","14"
"APPLES","10/19/02","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","11","13"
"APPLES","11/23/02","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","11","9","10"
"APPLES","12/22/01","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","9","9"
"APPLES","12/15/01","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","9","9"
"APPLES","12/17/05","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","12/3/05","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","12/10/05","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","11/16/02","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","35","9","22"
"APPLES","11/3/01","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","9","9.5"
"APPLES","10/27/01","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","9","9.5"
"APPLES","10/20/01","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","10","10","10"
"APPLES","3/12/05","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","3/5/05","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","2/19/05","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","2/12/05","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","12/18/04","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","12/11/04","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","11/20/04","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","12","14"
"APPLES","2/21/04","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/6/04","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","11/13/04","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","6/2/07","PHILADELPHIA","NEW YORK","GRANNY SMITH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","22","22","22"
"APPLES","4/14/07","PHILADELPHIA","NEW YORK","ROME","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","4/7/07","PHILADELPHIA","NEW YORK","ROME","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","18","19"
"APPLES","6/2/07","PHILADELPHIA","NEW YORK","ROME","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","19","19.5"
"APPLES","6/9/07","PHILADELPHIA","NEW YORK","ROME","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","19","19.5"
"APPLES","3/4/06","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","3/18/06","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","3/11/06","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","12/3/05","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","2/23/02","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","3/2/02","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","3/25/06","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","2/18/06","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","1/14/06","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","1/7/06","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","12/31/05","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","2/16/02","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","9","8","8.5"
"APPLES","11/28/09","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","11/21/09","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","11/28/09","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","11/28/09","BOSTON","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","11/21/09","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","11/21/09","PHILADELPHIA","NEW YORK","EMPIRE","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","17","17","17"
"APPLES","11/28/09","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15.5","15.5","15.5"
"APPLES","10/30/10","PITTSBURGH","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","19","19","19"
"APPLES","10/30/10","NEW YORK","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
"APPLES","10/30/10","PHILADELPHIA","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
"APPLES","10/3/09","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","10/10/09","NEW YORK","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","10/3/09","NEW YORK","NEW YORK","CORTLAND","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","16","18"
"APPLES","10/10/09","NEW YORK","NEW YORK","CORTLAND","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","20","20","20"
"APPLES","10/10/09","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15.5","15.5","15.5"
"APPLES","10/10/09","PHILADELPHIA","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","11/6/10","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","15","15.5"
"APPLES","11/6/10","BOSTON","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","14","14","14"
"APPLES","9/19/09","MIAMI","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","21","22.5"
"APPLES","11/6/10","PITTSBURGH","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","19","19","19"
"APPLES","11/6/10","PHILADELPHIA","NEW YORK","GOLDEN DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","14","15"
"APPLES","9/26/09","MIAMI","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","21","21","21"
"APPLES","9/19/09","NEW YORK","NEW YORK","CORTLAND","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","9/19/09","NEW YORK","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
"APPLES","9/26/09","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15.5","15.5","15.5"
"APPLES","9/19/09","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15.5","15.5","15.5"
"APPLES","9/19/09","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","12","13.5"
"APPLES","9/12/09","MIAMI","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","24","24","24"
"APPLES","9/12/09","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","10/10/09","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","9/12/09","PHILADELPHIA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","9/5/09","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15.5","15.5","15.5"
"APPLES","9/12/09","BALTIMORE","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","22","22","22"
"APPLES","9/12/09","NEW YORK","NEW YORK","CORTLAND","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","16","17"
"APPLES","9/12/09","NEW YORK","NEW YORK","GALA","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
"APPLES","9/5/09","PHILADELPHIA","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","9/5/09","NEW YORK","NEW YORK","GINGER GOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","12/12/09","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","12/12/09","PHILADELPHIA","NEW YORK","RED DELICIOUS","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","12/5/09","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","12/5/09","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","12/12/09","NEW YORK","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","18","18","18"
"APPLES","12/12/09","CHICAGO","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","13","13","13"
"APPLES","12/12/09","PHILADELPHIA","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","12/5/09","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
"APPLES","12/5/09","PHILADELPHIA","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","12/12/09","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
"APPLES","12/19/09","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
"APPLES","12/19/09","PHILADELPHIA","NEW YORK","JONAGOLD","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","12","12","12"
"APPLES","12/12/09","NEW YORK","NEW YORK","MACOUN","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","16","16","16"
"APPLES","12/12/09","NEW YORK","NEW YORK","MCINTOSH","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","15","15"
"APPLES","1/23/10","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
"APPLES","1/16/10","NEW YORK","NEW YORK","FUJI","Not Specified","cartons tray pack","100S","NONE","Not Specified","U.S. Fcy","Non-Organic","15","14","14.5"
